Name,Status,Type,Creator,Date,Day_Start,Day_End,Month_Start,Month_Finish,Date_Start,Date_End,Year,Time_Start,Duration,Location,Going,Attendance,Date_Date_Excel,,lat,lon
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"FRIDAY, SEPTEMBER 7, 2018 AT 6 PM - 9 PM",FRIDAY,FRIDAY,SEPTEMBER,September,7,7,2018,6:00 PM,Duration: 3 hr,ул. васильевская 5,"James Evans, Vladislav Vereschagin, Eugene Arkhipov",3,"Friday, September 7, 2018",,55.77094746,37.58513375
Тренировка в воскресенье,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, SEPTEMBER 9, 2018 AT 12 PM",SUNDAY,SUNDAY,SEPTEMBER,September,9,9,2018,12:00 PM,Duration: 2 hr,ул. васильевская 5,"Тимофей Пухов, Nick Ecvols, Vladislav Vereschagin, Gabriel Yegiazarov, Artem Denisov, Gus Peters, Eugene Arkhipov",7,"Sunday, September 9, 2018",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, SEPTEMBER 10, 2018 AT 6 PM - 9 PM",MONDAY,MONDAY,SEPTEMBER,September,10,10,2018,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Vasily Lavrov, Eugene Arkhipov",2,"Monday, September 10, 2018",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"TUESDAY, SEPTEMBER 11, 2018 AT 6 PM - 9 PM",TUESDAY,TUESDAY,SEPTEMBER,September,11,11,2018,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Vladislav Vereschagin, Eugene Arkhipov",2,"Tuesday, September 11, 2018",,55.77094746,37.58513375
(Игроки MLC) Чемпионат Россиия Тур 3,Completed,Championship,Eugene Arkhipov,"SATURDAY, SEPTEMBER 15, 2018 AT 11:30 AM",SATURDAY,SATURDAY,SEPTEMBER,September,15,15,2018,11:30 AM,Duration: 4 hr,"2-Y Krasnokursantskiy Proyezd, 12, Moskva, 111250","Тимофей Пухов, Святослав Суханов, Dmitry Kupriyanov, Denis Kudrin, Vasily Lavrov, Nick Ecvols, Alexey Sukhanov, Philipp Chirkov, Dmitriy Khamin, Vladislav Vereschagin, Artem Denisov, Artur Ventsel, Valeriy Severukhin, Eugene Arkhipov",14,"Saturday, September 15, 2018",,55.76213,37.70154
Тренировка в воскресенье,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, SEPTEMBER 16, 2018 AT 12 PM",SUNDAY,SUNDAY,SEPTEMBER,September,16,16,2018,12:00 PM,Duration: 2 hr,ул. васильевская 5,"Alexander Sazzi, Eugene Arkhipov",2,"Sunday, September 16, 2018",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SATURDAY, SEPTEMBER 22, 2018 AT 12 PM - 8 PM",SATURDAY,SATURDAY,SEPTEMBER,September,22,22,2018,12:00 PM,Duration: 8 hr,ул. васильевская 5,Eugene Arkhipov,1,"Saturday, September 22, 2018",,55.77094746,37.58513375
Тренировка в воскресенье,Completed,Team Practice,Artur Ventsel,"SUNDAY, SEPTEMBER 23, 2018 AT 8:30 PM - 10 PM",SUNDAY,SUNDAY,SEPTEMBER,September,23,23,2018,8:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Vladislav Vereschagin, Artem Denisov, Artur Ventsel, Eugene Arkhipov",4,"Sunday, September 23, 2018",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SUNDAY, SEPTEMBER 23, 2018 AT 12 PM - 2 PM",SUNDAY,SUNDAY,SEPTEMBER,September,23,23,2018,12:00 PM,Duration: 2 hr,ул. васильевская 5,Eugene Arkhipov,1,"Sunday, September 23, 2018",,55.77094746,37.58513375
Тренировка в воскресенье,Completed,Team Practice,Artur Ventsel,"SUNDAY, SEPTEMBER 30, 2018 AT 8:30 PM - 10 PM",SUNDAY,SUNDAY,SEPTEMBER,September,30,30,2018,8:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Alexander Volkov, Vladislav Vereschagin, Gabriel Yegiazarov, Artem Denisov, Artur Ventsel, Eugene Arkhipov",5,"Sunday, September 30, 2018",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SUNDAY, OCTOBER 7, 2018 AT 12 PM - 2 PM",SUNDAY,SUNDAY,OCTOBER,October,7,7,2018,12:00 PM,Duration: 2 hr,ул. васильевская 5,"Святослав Суханов, Alexander Volkov, Artem Denisov, Eugene Arkhipov",4,"Sunday, October 7, 2018",,55.77094746,37.58513375
Тренировка в воскресенье,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, OCTOBER 7, 2018 AT 8:30 PM - 11:30 PM",SUNDAY,SUNDAY,OCTOBER,October,7,7,2018,8:30 PM,Duration: 3 hr,"Шереметьевская улица 29, Москва, Россия, 127521",Eugene Arkhipov,1,"Sunday, October 7, 2018",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SATURDAY, OCTOBER 13, 2018 AT 12 PM - 3 PM",SATURDAY,SATURDAY,OCTOBER,October,13,13,2018,12:00 PM,Duration: 3 hr,ул. васильевская 5,"Святослав Суханов, Aaron Luo, Eugene Arkhipov",3,"Saturday, October 13, 2018",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SUNDAY, OCTOBER 14, 2018 AT 12 PM - 2 PM",SUNDAY,SUNDAY,OCTOBER,October,14,14,2018,12:00 PM,Duration: 2 hr,ул. васильевская 5,"Artem Denisov, Eugene Arkhipov",2,"Sunday, October 14, 2018",,55.77094746,37.58513375
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, OCTOBER 21, 2018 AT 8:30 PM - 10 PM",SUNDAY,SUNDAY,OCTOBER,October,21,21,2018,8:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Denis Kudrin, Aaron Luo, Vasily Lavrov, Alexander Volkov, Artem Denisov, Eugene Arkhipov",6,"Sunday, October 21, 2018",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SUNDAY, OCTOBER 21, 2018 AT 12 PM - 3 PM",SUNDAY,SUNDAY,OCTOBER,October,21,21,2018,12:00 PM,Duration: 3 hr,ул. васильевская 5,"Simon Chislov, Nick Ecvols, Eugene Arkhipov",3,"Sunday, October 21, 2018",,55.77094746,37.58513375
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, OCTOBER 27, 2018 AT 9 PM - 11 PM",SATURDAY,SATURDAY,OCTOBER,October,27,27,2018,9:00 PM,Duration: 2 hr,"Шереметьевская улица 29, Москва, Россия, 127521","Dmitry Kupriyanov, Denis Kudrin, Nick Ecvols, Vladislav Vereschagin, Artem Denisov, Eugene Arkhipov",6,"Saturday, October 27, 2018",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SUNDAY, OCTOBER 28, 2018 AT 12 PM - 3 PM",SUNDAY,SUNDAY,OCTOBER,October,28,28,2018,12:00 PM,Duration: 3 hr,ул. васильевская 5,"Artur Karibyan, Simon Chislov, Alexander Volkov, Vladislav Vereschagin, Artem Denisov, Eugene Arkhipov",6,"Sunday, October 28, 2018",,55.77094746,37.58513375
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, NOVEMBER 4, 2018 AT 1 PM - 2:30 PM",SUNDAY,SUNDAY,NOVEMBER,November,4,4,2018,1:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Artur Karibyan, Святослав Суханов, Simon Chislov, Denis Kudrin, Vasily Lavrov, Nick Ecvols, Philipp Chirkov, Vladislav Vereschagin, Евгений Цуканов, Artem Denisov, Gus Peters, Eugene Arkhipov",12,"Sunday, November 4, 2018",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, NOVEMBER 10, 2018 AT 9 PM - 11 PM",SATURDAY,SATURDAY,NOVEMBER,November,10,10,2018,9:00 PM,Duration: 2 hr,"Шереметьевская улица 29, Москва, Россия, 127521","Simon Chislov, Denis Kudrin, Nick Ecvols, Alexander Volkov, Евгений Цуканов, Eugene Arkhipov",6,"Saturday, November 10, 2018",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, NOVEMBER 11, 2018 AT 9 PM - 11 PM",SUNDAY,SUNDAY,NOVEMBER,November,11,11,2018,9:00 PM,Duration: 2 hr,"Шереметьевская улица 29, Москва, Россия, 127521","Denis Kudrin, Alexander Volkov, Vladislav Vereschagin, Eugene Arkhipov",4,"Sunday, November 11, 2018",,55.8041548,37.61498724
Winter Cup,Completed,Tournament,Artur Ventsel,"SATURDAY, DEC 1, 2018 AT 10 AM - DEC 2, 2018 AT 11 PM",SATURDAY,SUNDAY,DECEMBER,December,1,2,2018,10:00 AM,Duration: 2 days,Saint Petersburg,"Denis Kudrin, Kirill Bazylev, Alexander Volkov, Valeo Sosnov, Vladislav Vereschagin, Андрей Потеха, Artem Denisov, George Rusinov, Artur Ventsel, Gus Peters, Eugene Arkhipov",11,"Saturday, December 1, 2018",,59.938732,30.316229
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, JANUARY 27, 2019 AT 2:30 PM - 4:30 PM",SUNDAY,SUNDAY,JANUARY,January,27,27,2019,2:30 PM,Duration: 2 hr,"Шереметьевская улица 29, Москва, Россия, 127521","Artur Karibyan, Святослав Суханов, Андрей Шухминов, Simon Chislov, Dmitry Kupriyanov, Denis Kudrin, Alexey Sukhanov, Виктор Апаков, Alexander Sazzi, Boroda Serhio, Philipp Chirkov, Dmitriy Khamin, Alexander Volkov, Valeo Sosnov, Vladislav Vereschagin, Gabriel Yegiazarov, Евгений Цуканов, Artem Denisov, Artur Ventsel, Alexander Zarubin, Eugene Arkhipov",21,"Sunday, January 27, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, FEBRUARY 3, 2019 AT 4:30 PM - 6 PM",SUNDAY,SUNDAY,FEBRUARY,February,3,3,2019,4:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Иван Лысов, Святослав Суханов, Simon Chislov, Denis Kudrin, Boroda Serhio, Alexander Volkov, Valeo Sosnov, Vladislav Vereschagin, Gabriel Yegiazarov, Artem Denisov, Artur Ventsel, Gus Peters, Eugene Arkhipov",13,"Sunday, February 3, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, FEBRUARY 10, 2019 AT 3:30 PM - 5 PM",SUNDAY,SUNDAY,FEBRUARY,February,10,10,2019,3:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Denis Kudrin, Nick Ecvols, Boroda Serhio, Alexander Volkov, Valeo Sosnov, Vladislav Vereschagin, Gabriel Yegiazarov, Евгений Цуканов, Artem Denisov, Eugene Arkhipov",10,"Sunday, February 10, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, FEBRUARY 23, 2019 AT 9 PM - 10:30 PM",SATURDAY,SATURDAY,FEBRUARY,February,23,23,2019,9:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Иван Лысов, Denis Kudrin, Aleksandr Avramenko, Nick Ecvols, Vladislav Vereschagin, Gabriel Yegiazarov, Евгений Цуканов, Eugene Arkhipov",9,"Saturday, February 23, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, FEBRUARY 24, 2019 AT 3:30 PM - 5 PM",SUNDAY,SUNDAY,FEBRUARY,February,24,24,2019,3:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Denis Kudrin, Alyona Samokhina, Vladislav Vereschagin, Gabriel Yegiazarov, Евгений Цуканов, Artem Denisov, Eugene Arkhipov",7,"Sunday, February 24, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, FEBRUARY 24, 2019 AT 9 PM - 10:30 PM",SATURDAY,SATURDAY,FEBRUARY,February,24,24,2019,9:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Denis Kudrin, Aleksandr Avramenko, Vladislav Vereschagin, Gabriel Yegiazarov, Евгений Цуканов, Artem Denisov, Eugene Arkhipov",7,"Sunday, February 24, 2019",,55.8041548,37.61498724
Мартовский турнир в Артурс,Completed,Tournament,Artur Ventsel,"SUNDAY, MARCH 2, 2019 AT 12 PM - 3PM",SUNDAY,SUNDAY,MARCH,March,2,2,2019,12:00 PM,Duration: 3 hr,"улица Хвойная, 26, пос. Ларево, Московская обл., 141052","Иван Лысов, Андрей Шухминов, Ivan Aleksandrovich, Dmitry Kupriyanov, Ildar Isa, Alexander Sazzi, Dmitriy Khamin, Vladimir Yerakhtorin, Vladislav Vereschagin, Gabriel Yegiazarov, Евгений Цуканов, Artem Denisov, Artur Ventsel, Alexander Zarubin, Eugene Arkhipov",15,"Saturday, March 2, 2019",,56.09411097,37.53853929
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, MARCH 2, 2019 AT 9 PM - 10:30 PM",SATURDAY,SATURDAY,MARCH,March,2,2,2019,9:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Aleksandr Avramenko, Vladislav Vereschagin, Eugene Arkhipov",3,"Saturday, March 2, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, MARCH 10, 2019 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,MARCH,March,10,10,2019,2:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Иван Лысов, Иван Никитин, Aleksandr Avramenko, Boroda Serhio, Alexander Volkov, Valeo Sosnov, Alyona Samokhina, Gabriel Yegiazarov, Евгений Цуканов, Artem Denisov, Eugene Arkhipov",11,"Sunday, March 10, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, MARCH 17, 2019 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,MARCH,March,17,17,2019,2:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Иван Лысов, Иван Никитин, Dmitry Kupriyanov, Aleksandr Avramenko, Boroda Serhio, Valeo Sosnov, Евгений Цуканов, Artur Ventsel, Eugene Arkhipov",9,"Sunday, March 17, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, MARCH 24, 2019 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,MARCH,March,24,24,2019,2:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Святослав Суханов, Иван Никитин, Denis Kudrin, Aleksandr Avramenko, Kirill Bazylev, Nick Ecvols, Boroda Serhio, Alexander Volkov, Valeo Sosnov, Евгений Цуканов, Artur Ventsel, Eugene Arkhipov",12,"Sunday, March 24, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, MARCH 30, 2019 AT 9 PM - 10:30 PM",SATURDAY,SATURDAY,MARCH,March,30,30,2019,9:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Иван Лысов, Святослав Суханов, Иван Никитин, Aleksandr Avramenko, Boroda Serhio, Alexander Volkov, Valeo Sosnov, Vladimir Yerakhtorin, Artem Denisov, Eugene Arkhipov",10,"Saturday, March 30, 2019",,55.8041548,37.61498724
Zombies Cup 2019,Completed,Tournament,Zombies Cup,"FRIDAY, APR 5, 2019 AT 3 PM - APR 7, 2019 AT 6 PM UTC+03",FRIDAY,SUNDAY,APRIL,April,5,7,2019,3:00 PM,Duration: 3 days,"Stadion Fk Bask, Belgrade, Serbia",80 people responded Going,20,"Friday, April 5, 2019",,44.78452292,20.43243496
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, APRIL 13, 2019 AT 9 PM - 10:30 PM",SATURDAY,SATURDAY,APRIL,April,13,13,2019,9:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521",Eugene Arkhipov,1,"Saturday, April 13, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, APRIL 14, 2019 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,APRIL,April,14,14,2019,2:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Иван Никитин, Aleksandr Avramenko, Alexander Sazzi, Valeo Sosnov, Artem Denisov, Artur Ventsel, Eugene Arkhipov",7,"Sunday, April 14, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, APRIL 20, 2019 AT 9 PM - 10:30 PM",SATURDAY,SATURDAY,APRIL,April,20,20,2019,9:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Иван Никитин, Denis Kudrin, Valeo Sosnov, Gabriel Yegiazarov, Евгений Цуканов, Artem Denisov, Eugene Arkhipov",7,"Saturday, April 20, 2019",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, APRIL 22, 2019 AT 1 PM - 3 PM",MONDAY,MONDAY,APRIL,April,22,22,2019,1:00 PM,Duration: 2 hr,ул. васильевская 5,"Dmitry Kupriyanov, Eugene Arkhipov",2,"Monday, April 22, 2019",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"FRIDAY, APRIL 26, 2019 AT 6 PM - 8 PM",FRIDAY,FRIDAY,APRIL,April,26,26,2019,6:00 PM,Duration: 2 hr,ул. васильевская 5,"Иван Никитин, Dmitry Kupriyanov, Vladislav Vereschagin, Gabriel Yegiazarov, Eugene Arkhipov",5,"Friday, April 26, 2019",,55.77094746,37.58513375
Чемпионат России - Этап в Ярославле,Completed,Championship,Eugene Arkhipov,"SATURDAY, APRIL 27, 2019 AT 4 PM - 9 PM",SATURDAY,SATURDAY,APRIL,April,27,27,2019,4:00 PM,Duration: 5 hr,Shinnik Stadium,25 people responded Going,15,"Saturday, April 27, 2019",,57.6286936,39.86646149
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, APRIL 28, 2019 AT 6:30 PM – 8 PM UTC+07",SUNDAY,SUNDAY,APRIL,April,28,28,2019,6:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Иван Никитин, Nick Ecvols, Alexander Volkov, Vladislav Vereschagin, Artem Denisov, Eugene Arkhipov",6,"Sunday, April 28, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, MAY 5, 2019 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,MAY,May,5,5,2019,2:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Иван Никитин, Dmitry Kupriyanov, Denis Kudrin, Aleksandr Avramenko, Valeo Sosnov, Gabriel Yegiazarov, Евгений Цуканов, Artem Denisov, Artur Ventsel, Eugene Arkhipov",10,"Sunday, May 5, 2019",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"THURSDAY, MAY 16, 2019 AT 6 PM - 8 PM",THURSDAY,THURSDAY,MAY,May,16,16,2019,6:00 PM,Duration: 2 hr,ул. васильевская 5,"Vladislav Vereschagin, Artem Denisov, Eugene Arkhipov",3,"Thursday, May 16, 2019",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"FRIDAY, MAY 17, 2019 AT 6 PM - 8 PM",FRIDAY,FRIDAY,MAY,May,17,17,2019,6:00 PM,Duration: 2 hr,ул. васильевская 5,"Иван Никитин, Vladislav Vereschagin, Artem Denisov, Eugene Arkhipov",4,"Friday, May 17, 2019",,55.77094746,37.58513375
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, MAY 19, 2019 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,MAY,May,19,19,2019,2:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Artur Karibyan, Иван Никитин, Simon Chislov, Denis Kudrin, Aleksandr Avramenko, Nick Ecvols, Philipp Chirkov, Vladislav Vereschagin, Gabriel Yegiazarov, Artem Denisov, Artur Ventsel, Eugene Arkhipov",12,"Sunday, May 19, 2019",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"FRIDAY, MAY 31, 2019 AT 6 PM - 8 PM",FRIDAY,FRIDAY,MAY,May,31,31,2019,6:00 PM,Duration: 2 hr,ул. васильевская 5,"Vladislav Vereschagin, Eugene Arkhipov",2,"Friday, May 31, 2019",,55.77094746,37.58513375
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, JUNE 2, 2019 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,JUNE,June,2,2,2019,2:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Иван Никитин, Denis Kudrin, Aleksandr Avramenko, Daniil Kulik, Valeo Sosnov, Vladislav Vereschagin, Евгений Цуканов, Artem Denisov, Artur Ventsel, Eugene Arkhipov",10,"Sunday, June 2, 2019",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, JUNE 3, 2019 AT 6 PM - 8 PM",MONDAY,MONDAY,JUNE,June,3,3,2019,6:00 PM,Duration: 2 hr,ул. васильевская 5,"Artem Denisov, Eugene Arkhipov",2,"Monday, June 3, 2019",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"WEDNESDAY, JUNE 5, 2019 AT 6 PM - 8 PM",WEDNESDAY,WEDNESDAY,JUNE,June,5,5,2019,6:00 PM,Duration: 2 hr,ул. васильевская 5,"Valeo Sosnov, Vladislav Vereschagin, Artem Denisov, Eugene Arkhipov",4,"Wednesday, June 5, 2019",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"FRIDAY, JUNE 14, 2019 AT 6 PM - 9 PM",FRIDAY,FRIDAY,JUNE,June,14,14,2019,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Тимофей Пухов, Иван Никитин, Eugene Arkhipov",3,"Friday, June 14, 2019",,55.77094746,37.58513375
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, JUNE 16, 2019 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,JUNE,June,16,16,2019,2:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Тимофей Пухов, Иван Никитин, Denis Kudrin, Aleksandr Avramenko, Alexander Sazzi, Daniil Kulik, Valeo Sosnov, Vladislav Vereschagin, Gabriel Yegiazarov, Artem Denisov, Artur Ventsel, Eugene Arkhipov",12,"Sunday, June 16, 2019",,55.8041548,37.61498724
Тренировка на ул. Рогова,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, JUNE 23, 2019 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,JUNE,June,23,23,2019,2:30 PM,Duration: 1 hr 30 min,"Ул. Рогова, 12к1","Тимофей Пухов, Иван Никитин, Vladislav Vereschagin, Евгений Цуканов, Artem Denisov, Artur Ventsel, Eugene Arkhipov",7,"Sunday, June 23, 2019",,55.79736195,37.46118699
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, JUNE 30, 2019 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,JUNE,June,30,30,2019,2:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Тимофей Пухов, Иван Никитин, Alexander Sazzi, Daniil Kulik, Евгений Цуканов, Artem Denisov, Ее Ее, Artur Ventsel, Eugene Arkhipov",9,"Sunday, June 30, 2019",,55.8041548,37.61498724
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, JULY 7, 2019 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,JULY,July,7,7,2019,2:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Иван Лысов, Антон Тараненко, Тимофей Пухов, Иван Никитин, Valeo Sosnov, Gabriel Yegiazarov, Евгений Цуканов, Artem Denisov, Artur Ventsel, Alexander Zarubin, Eugene Arkhipov",11,"Sunday, July 7, 2019",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"WEDNESDAY, JULY 10, 2019 AT 12:30 PM - 4:30 PM",WEDNESDAY,WEDNESDAY,JULY,July,10,10,2019,12:30 PM,Duration: 4 hr,ул. васильевская 5,"Тимофей Пухов, Anton Berezin, Eugene Arkhipov",3,"Wednesday, July 10, 2019",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"THURSDAY, JULY 11, 2019 AT 12:30 PM - 4 PM",THURSDAY,THURSDAY,JULY,July,11,11,2019,12:30 PM,Duration: 3 hr 30 min,ул. васильевская 5,"Антон Тараненко, Anton Berezin, Eugene Arkhipov",3,"Thursday, July 11, 2019",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"FRIDAY, JULY 12, 2019 AT 12:30 PM - 6:30 PM",FRIDAY,FRIDAY,JULY,July,12,12,2019,12:30 PM,Duration: 6 hr,ул. васильевская 5,"Антон Тараненко, Anton Berezin, Eugene Arkhipov",3,"Friday, July 12, 2019",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"FRIDAY, JULY 12, 2019 AT 12:30 PM - 4 PM",FRIDAY,FRIDAY,JULY,July,12,12,2019,12:30 PM,Duration: 3 hr 30 min,ул. васильевская 5,"Антон Тараненко, Anton Berezin, Eugene Arkhipov",3,"Friday, July 12, 2019",,55.77094746,37.58513375
Тренировка на поляне,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, JULY 14, 2019 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,JULY,July,14,14,2019,2:30 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Иван Лысов, Антон Тараненко, Иван Никитин, Dmitry Kupriyanov, Denis Kudrin, Alexander Sazzi, Valeo Sosnov, Vladislav Vereschagin, Gabriel Yegiazarov, Artem Denisov, Anton Berezin, Alexander Zarubin, Eugene Arkhipov, Followed by 15 people",14,"Sunday, July 14, 2019",,55.8041548,37.61498724
Чемпионат России - Этап в С-Петербурге,Completed,Championship,Eugene Arkhipov,"SATURDAY, JULY 20, 2019 AT 1 PM - 4 PM",SATURDAY,SATURDAY,JULY,July,20,20,2019,1:00 PM,Duration: 3 hr,Saint Petersburg,15 people responded Going,15,"Saturday, July 20, 2019",,59.938732,30.316229
